CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
40959046,BAR 13,MANHATTAN,35,EAST   13 STREET,10003,2129796677,American,7/18/14,Violations were cited in the following area(s).,,,Not Applicable,NA,,,9/27/17,Cycle Inspection / Reopening Inspection,35 EAST   13 STREET,-117.6506161,34.1106276,"35 e 13th st, upland, ca 91786, usa"
50008635,MANGANARO'S HERO BOY,MANHATTAN,494,9TH AVE,10018,2129477325,American,1/25/16,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,22,,,9/27/17,Cycle Inspection / Initial Inspection,494 9TH AVE,-73.9944558,40.755521,"494 9th ave, new york, ny 10018, usa"
41606775,MUKEUNJI II,MANHATTAN,34,WEST   32 STREET,10001,2127360099,Korean,3/1/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,B,3/1/17,9/27/17,Cycle Inspection / Re-inspection,34 WEST   32 STREET,-81.7001339,34.2105391,"32 sc-34, silverstreet, sc 29145, usa"
50060535,MISS MADELEINE,MANHATTAN,400,E 82ND ST,10028,6469861227,Bakery,3/3/17,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,58,,,9/27/17,Pre-permit (Non-operational) / Initial Inspection,400 E 82ND ST,-73.9509115,40.7740131,"400 e 82nd st, new york, ny 10028, usa"
41249363,ROASTING PLANT,MANHATTAN,81,ORCHARD STREET,10002,2127757755,Caf’ÛÎ©/Coffee/Tea,2/9/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,2/9/15,9/27/17,Cycle Inspection / Initial Inspection,81 ORCHARD STREET,-73.990575,40.7177524,"81 orchard st, new york, ny 10002, usa"
50041058,TACOS GRAND CENTRAL,MANHATTAN,134,E 27TH ST,10016,2128899090,Mexican,12/21/16,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,13,,,9/27/17,Cycle Inspection / Initial Inspection,134 E 27TH ST,-73.9826421,40.7417639,"134 e 27th st, new york, ny 10010, usa"
41132351,BARCELONA BAR,MANHATTAN,923,8 AVENUE,10019,2122453212,"Bottled beverages, including water, sodas, juices, etc.",10/22/14,No violations were recorded at the time of this inspection.,,,Not Applicable,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,923 8 AVENUE,-73.984192,40.7653463,"923 8th ave, new york, ny 10019, usa"
50007965,MANDOO BAR,MANHATTAN,2,W 32ND ST,10001,2122793075,Korean,3/8/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A,3/8/17,9/27/17,Cycle Inspection / Initial Inspection,2 W 32ND ST,-73.9861836,40.7472117,"2 w 32nd st, new york, ny 10001, usa"
50003978,BONNIE VEE,MANHATTAN,17,STANTON ST,10002,9176393352,American,7/11/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,7/11/17,9/27/17,Cycle Inspection / Initial Inspection,17 STANTON ST,-73.9921479,40.7224024,"17 stanton st, new york, ny 10002, usa"
40727609,THE FULL SHILLING,MANHATTAN,160,PEARL STREET,10005,2124223855,Irish,10/20/14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,10/20/14,9/27/17,Cycle Inspection / Initial Inspection,160 PEARL STREET,-74.0074865,40.7057353,"160 pearl st, new york, ny 10005, usa"
40401895,JOHNNY'S BAR,MANHATTAN,90,GREENWICH AVENUE,10011,2127415279,American,4/10/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,9/27/17,Cycle Inspection / Initial Inspection,90 GREENWICH AVENUE,-74.001699,40.7378967,"90 greenwich ave, new york, ny 10011, usa"
41110390,YIP'S RESTAURANT/JUICE VITALITY,MANHATTAN,18,BEAVER STREET,10004,2124809010,Asian,6/11/14,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,22,,,9/27/17,Cycle Inspection / Initial Inspection,18 BEAVER STREET,-122.4339282,37.7652225,"18 beaver st, san francisco, ca 94114, usa"
50003894,LOUIE AND CHAN,MANHATTAN,303-305,BROOME ST,10002,2128372816,Italian,11/20/15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140’äÎ_ F.,Critical,24,,,9/27/17,Cycle Inspection / Initial Inspection,303-305 BROOME ST,-73.9924425,40.7185857,"305 broome st, new york, ny 10002, usa"
50044234,PRET A MANGER,MANHATTAN,400,PARK AVE S,10016,2124475065,Sandwiches/Salads/Mixed Buffet,11/30/15,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10,,,9/27/17,Pre-permit (Non-operational) / Initial Inspection,400 PARK AVE S,-93.2602689,44.9757365,"400 park ave, minneapolis, mn 55488, usa"
41170720,BOUCHON BAKERY,MANHATTAN,10,COLUMBUS CIRCLE,10019,2128239365,French,11/6/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,B,11/6/14,9/27/17,Cycle Inspection / Re-inspection,10 COLUMBUS CIRCLE,-73.9831903,40.7684251,"10 columbus cir, new york, ny 10019, usa"
50044107,MR TAKA RAMEN,MANHATTAN,170,ALLEN ST,10002,2122541508,Japanese,4/3/17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,70,,,9/27/17,Cycle Inspection / Initial Inspection,170 ALLEN ST,-73.9888983,40.7212404,"170 allen st, new york, ny 10002, usa"
40762853,GREAT N.Y. NOODLETOWN,MANHATTAN,28,BOWERY,10013,2123490923,Chinese,7/18/17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,52,,,9/27/17,Cycle Inspection / Initial Inspection,28 BOWERY,-73.9971606,40.7150352,"28 bowery, new york, ny 10013, usa"
50037583,SID GOLD'S REQUEST ROOM,MANHATTAN,165,W 26TH ST,10001,2122291948,American,9/1/15,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,20,B,9/1/15,9/27/17,Pre-permit (Operational) / Re-inspection,165 W 26TH ST,-73.9935866,40.7459685,"165 w 26th st, new york, ny 10001, usa"
50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,MANHATTAN,757,SAINT NICHOLAS AVE,10031,2122816518,Chinese,2/22/16,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,18,,,9/27/17,Cycle Inspection / Initial Inspection,757 SAINT NICHOLAS AVE,-73.9435694,40.8261902,"757 st nicholas ave, new york, ny 10031, usa"
40711118,ESPERANTO RESTAURANT BAR AND JUGO,MANHATTAN,145,AVENUE C,10009,2125056559,Brazilian,12/4/14,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,15,,,9/27/17,Cycle Inspection / Initial Inspection,145 AVENUE C,-73.9780487,40.7254621,"145 avenue c, new york, ny 10009, usa"
41399360,NEW RONG HANG RESTAURANT,MANHATTAN,38,ELDRIDGE STREET,10002,2126258999,Chinese,4/7/16,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,25,B,4/7/16,9/27/17,Cycle Inspection / Re-inspection,38 ELDRIDGE STREET,-73.9929853,40.7156423,"38 eldridge st, new york, ny 10002, usa"
50003242,ROUTE 66 AMERICAN BBQ,MANHATTAN,79,PEARL ST,10004,2129431602,American,2/5/15,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,20,B,2/5/15,9/27/17,Cycle Inspection / Re-inspection,79 PEARL ST,-74.0104105,40.704087,"79 pearl st, new york, ny 10004, usa"
41627819,JACOB'S PICKLES,MANHATTAN,509,AMSTERDAM AVENUE,10024,2124705566,American,9/18/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,509 AMSTERDAM AVENUE,-73.9755359,40.7866273,"509 amsterdam ave, new york, ny 10024, usa"
50001396,PIZZA PLUS,MANHATTAN,2253,3RD AVE,10035,2122892400,Pizza,3/16/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,3/16/16,9/27/17,Cycle Inspection / Re-inspection,2253 3RD AVE,-85.3789172,31.1919558,"2253 3rd ave, dothan, al 36301, usa"
41696796,SUBWAY,MANHATTAN,513,MAIN STREET,10044,3472681222,Sandwiches,1/9/15,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,7,A,1/9/15,9/27/17,Cycle Inspection / Initial Inspection,513 MAIN STREET,-78.873193,42.8873729,"513 main st, buffalo, ny 14203, usa"
50033281,LINCOLN SQUARE STEAK,MANHATTAN,208,W 70TH ST,10023,2128758600,Steak,3/9/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,,,9/27/17,Cycle Inspection / Initial Inspection,208 W 70TH ST,-73.9834716,40.777398,"208 w 70th st, new york, ny 10023, usa"
50065190,ER BAR,MANHATTAN,605,2ND AVE,10016,9144177324,Other,1/1/00,,,,Not Applicable,NA,,,9/27/17,,605 2ND AVE,-73.976489,40.744351,"605 2nd ave, new york, ny 10016, usa"
40401971,TJ BYRNE'S BAR,MANHATTAN,77,FULTON STREET,10038,2124064551,Irish,8/3/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,,9/27/17,Cycle Inspection / Initial Inspection,77 FULTON STREET,-74.0046585,40.7091327,"77 fulton st, new york, ny 10038, usa"
40367373,JACKSON HOLE,MANHATTAN,232,EAST   64 STREET,10065,2123717187,American,3/22/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,3/22/16,9/27/17,Cycle Inspection / Initial Inspection,232 EAST   64 STREET,-73.9629729,40.7638694,"232 e 64th st, new york, ny 10065, usa"
50002453,VIN SUR VINGT,MANHATTAN,1140,BROADWAY,10001,2129244442,French,10/6/15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,,,9/27/17,Cycle Inspection / Initial Inspection,1140 BROADWAY,-73.9886747,40.7439365,"1140 broadway, new york, ny 10001, usa"
40388672,NECTAR OF 82ND STREET,MANHATTAN,1090,MADISON AVENUE,10028,2127720916,American,1/24/14,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,8,,,9/27/17,Cycle Inspection / Initial Inspection,1090 MADISON AVENUE,-73.9609879,40.778213,"1090 madison ave, new york, ny 10028, usa"
50015465,SIMIT SARAYI,MANHATTAN,435,5TH AVE,10016,2126834100,Turkish,6/3/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,6/3/16,9/27/17,Cycle Inspection / Initial Inspection,435 5TH AVE,-73.9821183,40.7512292,"435 5th ave, new york, ny 10016, usa"
50000953,DTUT,MANHATTAN,1744,2ND AVE,10128,2124106449,American,2/12/15,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,1744 2ND AVE,-73.9492807,40.7807915,"1744 2nd ave, new york, ny 10128, usa"
50037737,MARCHA EAST VILLAGE,MANHATTAN,111,AVENUE C,10009,6467819147,Spanish,2/22/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,9/27/17,Cycle Inspection / Initial Inspection,111 AVENUE C,-73.9789314,40.7243262,"111 avenue c, new york, ny 10009, usa"
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American,6/27/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,20,,,9/27/17,Cycle Inspection / Initial Inspection,149 BLEEKER STREET,-73.9992499,40.7284255,"149 bleecker st, new york, ny 10012, usa"
41704391,NEW MANDARIN COURT,MANHATTAN,61,MOTT STREET,10013,2126083838,Chinese,7/24/17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,38,,,9/27/17,Cycle Inspection / Initial Inspection,61 MOTT STREET,-73.998507,40.7160534,"61 mott st, new york, ny 10013, usa"
41645569,W NEW YORK BANQUET KITCHEN AND CAFETERIA,MANHATTAN,541,LEXINGTON AVENUE,10022,2127551200,American,4/17/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,4/17/15,9/27/17,Cycle Inspection / Initial Inspection,541 LEXINGTON AVENUE,-73.9722928,40.7561083,"541 lexington ave, new york, ny 10022, usa"
40364715,OLD HOMESTEAD,MANHATTAN,56,9 AVENUE,10011,2122429040,American,1/20/16,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,32,,,9/27/17,Cycle Inspection / Initial Inspection,56 9 AVENUE,-74.0047629,40.7412007,"56 9th ave, new york, ny 10011, usa"
41413875,CAFE BISTRO,MANHATTAN,312,WEST   34 STREET,10001,2122397050,American,2/5/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,,9/27/17,Cycle Inspection / Initial Inspection,312 WEST   34 STREET,-81.7038912,34.2112758,"312 sc-34, silverstreet, sc 29145, usa"
40747820,HURLEY'S SALOON,MANHATTAN,232,WEST   48 STREET,10036,2127658981,Irish,9/21/15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,232 WEST   48 STREET,-73.9861669,40.7604605,"232 w 48th st, new york, ny 10036, usa"
40788886,STARBUCKS,MANHATTAN,750,6 AVENUE,10010,6462307208,Caf’ÛÎ©/Coffee/Tea,11/24/14,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,38,,,9/27/17,Cycle Inspection / Initial Inspection,750 6 AVENUE,-117.159419,32.7133395,"750 sixth ave, san diego, ca 92101, usa"
40364467,NYAC MAIN DINING ROOM,MANHATTAN,180,CENTRAL PARK SOUTH,10019,2127677000,American,3/13/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,3/13/17,9/27/17,Cycle Inspection / Re-inspection,180 CENTRAL PARK SOUTH,-87.7158107,41.8785582,"180 s central park ave, chicago, il 60624, usa"
50002230,TAQUITORIA,MANHATTAN,168,LUDLOW ST,10002,2127800121,Tex-Mex,8/25/15,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,NA,,,9/27/17,Trans Fat / Initial Inspection,168 LUDLOW ST,-73.9874435,40.7213938,"168 ludlow st, new york, ny 10002, usa"
41104875,BELLA VITA PIZZERIA,MANHATTAN,211,WEST   43 STREET,10036,2127301479,Pizza/Italian,11/17/16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,A,11/17/16,9/27/17,Cycle Inspection / Re-inspection,211 WEST   43 STREET,-73.9870106,40.7571403,"211 w 43rd st, new york, ny 10036, usa"
40365387,ARTURO'S,MANHATTAN,106,WEST HOUSTON STREET,10012,2126773820,Italian,4/3/15,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140’äÎ_ F to 70’äÎ_ F or less within 2 hours, and from 70’äÎ_ F to 41’äÎ_ F or less within 4 additional hours.",Critical,12,A,4/3/15,9/27/17,Cycle Inspection / Initial Inspection,106 WEST HOUSTON STREET,-74.0003315,40.7274874,"106 w houston st, new york, ny 10012, usa"
41680991,BLAKE AND TODD,MANHATTAN,52,EAST   53 STREET,10022,2123551800,American,4/11/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,4/11/16,9/27/17,Cycle Inspection / Re-inspection,52 EAST   53 STREET,-73.9282321,40.6589826,"52 e 53rd st, brooklyn, ny 11203, usa"
40955456,THE MERCER SUBMERCER,MANHATTAN,147,MERCER STREET,10012,2129666060,American,9/11/15,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,9/11/15,9/27/17,Cycle Inspection / Initial Inspection,147 MERCER STREET,-73.9985668,40.7249568,"147 mercer st, new york, ny 10012, usa"
40754984,SOPHIE'S RESTAURANT(Entrance on 73 New Street),MANHATTAN,26,BROADWAY,10004,2128097755,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/4/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,9/27/17,Cycle Inspection / Initial Inspection,26 BROADWAY,-74.0128882,40.7054423,"26 broadway, new york, ny 10004, usa"
41658609,THE SPOT CAFE/KOOFO,MANHATTAN,67,WEST   23 STREET,10010,2129242654,Delicatessen,7/24/17,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,25,,,9/27/17,Cycle Inspection / Initial Inspection,67 WEST   23 STREET,-90.4053033,38.6547841,"23 us-67, st. louis, mo 63124, usa"
41719234,NEW KAM LAI RESTAURANT,MANHATTAN,890,AMSTERDAM AVENUE,10025,2127498398,Chinese,6/15/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,9/27/17,Cycle Inspection / Initial Inspection,890 AMSTERDAM AVENUE,-73.9671805,40.7988096,"890 amsterdam ave, new york, ny 10025, usa"
41701548,TWO-BITS RETRO ARCADE,MANHATTAN,153,ESSEX STREET,10002,2124778161,American,4/25/17,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9,A,4/25/17,9/27/17,Cycle Inspection / Initial Inspection,153 ESSEX STREET,-73.9872586,40.7208577,"153 essex st, new york, ny 10002, usa"
41089169,BEST WESTERN CONVENTION CENTER,MANHATTAN,522,WEST   38 STREET,10018,2124051700,American,5/30/14,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,12,A,5/30/14,9/27/17,Cycle Inspection / Re-inspection,522 WEST   38 STREET,-73.998597,40.7574645,"522 w 38th st, new york, ny 10018, usa"
50010032,AL HORNO LEAN MEXICAN KITCHEN INC,MANHATTAN,417,W 47TH ST,10036,2129771000,Mexican,2/7/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,9/27/17,Cycle Inspection / Initial Inspection,417 W 47TH ST,-73.9910418,40.7620951,"417 w 47th st, new york, ny 10036, usa"
50047281,LEMONY GRILL,MANHATTAN,224,W 35TH ST,10001,2126958300,Greek,8/30/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,8/30/17,9/27/17,Cycle Inspection / Re-inspection,224 W 35TH ST,-73.991313,40.7518385,"224 w 35th st, new york, ny 10001, usa"
41481413,TIMESCARE ARTS CENTER THEATRE,MANHATTAN,300,WEST   43 STREET,10036,2125867829,American,3/3/15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,B,3/3/15,9/27/17,Cycle Inspection / Re-inspection,300 WEST   43 STREET,-73.9897369,40.7578802,"300 w 43rd st, new york, ny 10036, usa"
41326196,GOLDEN WOKS,MANHATTAN,159,CHRISTOPHER STREET,10014,2124638182,Chinese,10/14/15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140’äÎ_ F.,Critical,12,A,10/14/15,9/27/17,Cycle Inspection / Re-inspection,159 CHRISTOPHER STREET,-74.008371,40.7328638,"159 christopher st, new york, ny 10014, usa"
50014226,EL GRAN VALLE IV RESTAURANT,MANHATTAN,1944,AMSTERDAM AVE,10032,2123687100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/21/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,34,,,9/27/17,Cycle Inspection / Initial Inspection,1944 AMSTERDAM AVE,-73.942514,40.8326131,"1944 amsterdam ave, new york, ny 10032, usa"
41695998,LA PICARDIA DE BROADWAY,MANHATTAN,3671,BROADWAY AVE,10031,2127489353,Spanish,6/5/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/5/14,9/27/17,Cycle Inspection / Initial Inspection,3671 BROADWAY AVE,-73.9478146,40.8308722,"3671 broadway, new york, ny 10031, usa"
40535467,CHIU HONG BAKERY,MANHATTAN,161,MOTT STREET,10013,2129667664,Bakery,3/17/15,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,54,,,9/27/17,Cycle Inspection / Initial Inspection,161 MOTT STREET,-73.9964779,40.7196404,"161 mott st, new york, ny 10013, usa"
41172672,WENG'S PALACE,MANHATTAN,304,WEST   40 STREET,10018,2128686868,Chinese,3/16/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,3/16/17,9/27/17,Cycle Inspection / Initial Inspection,304 WEST   40 STREET,-73.9717723,40.7479602,"304-398 e 40th st, new york, ny 10016, usa"
50018160,JOE,MANHATTAN,187,COLUMBUS AVE,10023,2128770244,Caf’ÛÎ©/Coffee/Tea,2/3/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,2/3/15,9/27/17,Pre-permit (Operational) / Initial Inspection,187 COLUMBUS AVE,-73.9802963,40.7750164,"187 columbus ave, new york, ny 10023, usa"
40364576,TOUT VA BIEN,MANHATTAN,311,WEST   51 STREET,10019,2122650190,French,9/17/14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,,,9/27/17,Cycle Inspection / Initial Inspection,311 WEST   51 STREET,-73.986219,40.763406,"311 w 51st st, new york, ny 10019, usa"
50010819,MA DUKES,MANHATTAN,2492,FREDERICK DOUGLASS BLVD,10030,2122348403,Soul Food,5/2/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,5/2/16,9/27/17,Cycle Inspection / Re-inspection,2492 FREDERICK DOUGLASS BLVD,-73.947093,40.8152647,"2492 frederick douglass blvd, new york, ny 10030, usa"
41628345,DAVIDSTEA,MANHATTAN,1124,3 AVENUE,10065,2127171116,Caf’ÛÎ©/Coffee/Tea,12/12/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,9/27/17,Cycle Inspection / Initial Inspection,1124 3 AVENUE,-74.007232,40.6550295,"1124 3rd ave, brooklyn, ny 11232, usa"
40398045,MIKES PIZZA,MANHATTAN,415,SECOND AVENUE,10010,2125325196,Pizza/Italian,2/29/16,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,415 SECOND AVENUE,-73.9807581,40.7384515,"415 2nd ave, new york, ny 10010, usa"
40984099,HERALD SQUARE MARKET,MANHATTAN,968,6 AVENUE,10018,2122443484,American,1/13/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/13/17,9/27/17,Cycle Inspection / Re-inspection,968 6 AVENUE,-117.1594158,32.7154725,"968 sixth ave, san diego, ca 92101, usa"
41203533,GREAT TASTE BAKERY,MANHATTAN,3335,CATHERINE STREET,10038,6466424110,Bakery,9/15/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140’äÎ_ F.,Critical,34,C,9/15/16,9/27/17,Cycle Inspection / Re-inspection,3335 CATHERINE STREET,-93.7912769,32.486517,"3335 catherine st, shreveport, la 71109, usa"
